Zfp451	Zfp451	Gene Expression
Bend6	Bend6	Gene Expression
Dst	Dst	Gene Expression
Gm37233	Gm37233	Gene Expression
Ccdc115	Ccdc115	Gene Expression
Imp4	Imp4	Gene Expression
Ptpn18	Ptpn18	Gene Expression
4930568A12Rik	4930568A12Rik	Gene Expression
Arhgef4	Arhgef4	Gene Expression
Gm38336	Gm38336	Gene Expression
Fam168b	Fam168b	Gene Expression
Plekhb2	Plekhb2	Gene Expression
Hs6st1	Hs6st1	Gene Expression
Uggt1	Uggt1	Gene Expression
Neurl3	Neurl3	Gene Expression
Arid5a	Arid5a	Gene Expression
4930403P22Rik	4930403P22Rik	Gene Expression
Kansl3	Kansl3	Gene Expression
Fer1l5	Fer1l5	Gene Expression
Lman2l	Lman2l	Gene Expression
Cnnm4	Cnnm4	Gene Expression
Cnnm3	Cnnm3	Gene Expression
Ankrd23	Ankrd23	Gene Expression
Ankrd39	Ankrd39	Gene Expression
Sema4c	Sema4c	Gene Expression
Cox5b	Cox5b	Gene Expression
Actr1b	Actr1b	Gene Expression
Zap70	Zap70	Gene Expression
Tmem131	Tmem131	Gene Expression
Vwa3b	Vwa3b	Gene Expression
Inpp4a	Inpp4a	Gene Expression
Coa5	Coa5	Gene Expression
Unc50	Unc50	Gene Expression
Mgat4a	Mgat4a	Gene Expression
Tsga10	Tsga10	Gene Expression
Lipt1	Lipt1	Gene Expression
Mitd1	Mitd1	Gene Expression
Mrpl30	Mrpl30	Gene Expression
Txndc9	Txndc9	Gene Expression
Eif5b	Eif5b	Gene Expression
Rev1	Rev1	Gene Expression
Aff3	Aff3	Gene Expression
Gm16152	Gm16152	Gene Expression
Chst10	Chst10	Gene Expression
Pdcl3	Pdcl3	Gene Expression
Rpl31	Rpl31	Gene Expression
Tbc1d8	Tbc1d8	Gene Expression
Cnot11	Cnot11	Gene Expression
Rnf149	Rnf149	Gene Expression
Creg2	Creg2	Gene Expression
Map4k4	Map4k4	Gene Expression
Il1r2	Il1r2	Gene Expression
Gm16894	Gm16894	Gene Expression
Il1r1	Il1r1	Gene Expression
Il1rl2	Il1rl2	Gene Expression
Il1rl1	Il1rl1	Gene Expression
Il18r1	Il18r1	Gene Expression
Il18rap	Il18rap	Gene Expression
Slc9a4	Slc9a4	Gene Expression
Mfsd9	Mfsd9	Gene Expression
Tmem182	Tmem182	Gene Expression
Mrps9	Mrps9	Gene Expression
Tgfbrap1	Tgfbrap1	Gene Expression
8430432A02Rik	8430432A02Rik	Gene Expression
AI597479	AI597479	Gene Expression
Fhl2	Fhl2	Gene Expression
Nck2	Nck2	Gene Expression
Uxs1	Uxs1	Gene Expression
Tpp2	Tpp2	Gene Expression
Gm8251	Gm8251	Gene Expression
Tex30	Tex30	Gene Expression
Kdelc1	Kdelc1	Gene Expression
Bivm	Bivm	Gene Expression
Ercc5	Ercc5	Gene Expression
Gulp1	Gulp1	Gene Expression
Col3a1	Col3a1	Gene Expression
Col5a2	Col5a2	Gene Expression
Wdr75	Wdr75	Gene Expression
Slc40a1	Slc40a1	Gene Expression
Slc39a10	Slc39a10	Gene Expression
4933411E06Rik	4933411E06Rik	Gene Expression
Tmeff2	Tmeff2	Gene Expression
Cavin2	Cavin2	Gene Expression
1700072G22Rik	1700072G22Rik	Gene Expression
Nabp1	Nabp1	Gene Expression
Gm17767	Gm17767	Gene Expression
Myo1b	Myo1b	Gene Expression
Stat4	Stat4	Gene Expression
Gm31812	Gm31812	Gene Expression
Stat1	Stat1	Gene Expression
Gls	Gls	Gene Expression
Nab1	Nab1	Gene Expression
Nemp2	Nemp2	Gene Expression
Mfsd6	Mfsd6	Gene Expression
Inpp1	Inpp1	Gene Expression
Hibch	Hibch	Gene Expression
1700019D03Rik	1700019D03Rik	Gene Expression
Pms1	Pms1	Gene Expression
Ormdl1	Ormdl1	Gene Expression
Osgepl1	Osgepl1	Gene Expression
Asnsd1	Asnsd1	Gene Expression
Stk17b	Stk17b	Gene Expression
Hecw2	Hecw2	Gene Expression
Gtf3c3	Gtf3c3	Gene Expression
Pgap1	Pgap1	Gene Expression
Ankrd44	Ankrd44	Gene Expression
Sf3b1	Sf3b1	Gene Expression
Coq10b	Coq10b	Gene Expression
Hspd1	Hspd1	Gene Expression
Hspe1	Hspe1	Gene Expression
Mob4	Mob4	Gene Expression
Rftn2	Rftn2	Gene Expression
Gm10561	Gm10561	Gene Expression
Mars2	Mars2	Gene Expression
Plcl1	Plcl1	Gene Expression
Satb2	Satb2	Gene Expression
1700066M21Rik	1700066M21Rik	Gene Expression
Tyw5	Tyw5	Gene Expression
Maip1	Maip1	Gene Expression
Spats2l	Spats2l	Gene Expression
Kctd18	Kctd18	Gene Expression
Sgo2a	Sgo2a	Gene Expression
Aox1	Aox1	Gene Expression
Aox2	Aox2	Gene Expression
Bzw1	Bzw1	Gene Expression
Clk1	Clk1	Gene Expression
Ppil3	Ppil3	Gene Expression
Nif3l1	Nif3l1	Gene Expression
Orc2	Orc2	Gene Expression
Fam126b	Fam126b	Gene Expression
Ndufb3	Ndufb3	Gene Expression
Cflar	Cflar	Gene Expression
Casp8	Casp8	Gene Expression
Trak2	Trak2	Gene Expression
Stradb	Stradb	Gene Expression
Tmem237	Tmem237	Gene Expression
G730003C15Rik	G730003C15Rik	Gene Expression
Als2	Als2	Gene Expression
Cdk15	Cdk15	Gene Expression
Fzd7	Fzd7	Gene Expression
Sumo1	Sumo1	Gene Expression
Nop58	Nop58	Gene Expression
Bmpr2	Bmpr2	Gene Expression
Fam117b	Fam117b	Gene Expression
Wdr12	Wdr12	Gene Expression
Carf	Carf	Gene Expression
Nbeal1	Nbeal1	Gene Expression
Cyp20a1	Cyp20a1	Gene Expression
Abi2	Abi2	Gene Expression
Raph1	Raph1	Gene Expression
Cd28	Cd28	Gene Expression
Ctla4	Ctla4	Gene Expression
Icos	Icos	Gene Expression
Pard3b	Pard3b	Gene Expression
Nrp2	Nrp2	Gene Expression
Ino80d	Ino80d	Gene Expression
Ino80dos	Ino80dos	Gene Expression
Gm20342	Gm20342	Gene Expression
Ndufs1	Ndufs1	Gene Expression
Eef1b2	Eef1b2	Gene Expression
Fastkd2	Fastkd2	Gene Expression
Klf7	Klf7	Gene Expression
Gm26649	Gm26649	Gene Expression
Gm28981	Gm28981	Gene Expression
Creb1	Creb1	Gene Expression
Mettl21a	Mettl21a	Gene Expression
Ccnyl1	Ccnyl1	Gene Expression
Fzd5	Fzd5	Gene Expression
Plekhm3	Plekhm3	Gene Expression
D630023F18Rik	D630023F18Rik	Gene Expression
Idh1	Idh1	Gene Expression
Pikfyve	Pikfyve	Gene Expression
Map2	Map2	Gene Expression
Unc80	Unc80	Gene Expression
Rpe	Rpe	Gene Expression
Kansl1l	Kansl1l	Gene Expression
Acadl	Acadl	Gene Expression
Myl1	Myl1	Gene Expression
Lancl1	Lancl1	Gene Expression
Ikzf2	Ikzf2	Gene Expression
Bard1	Bard1	Gene Expression
Atic	Atic	Gene Expression
Fn1	Fn1	Gene Expression
Apol7d	Apol7d	Gene Expression
Gm8883	Gm8883	Gene Expression
4933417E11Rik	4933417E11Rik	Gene Expression
Gm4319	Gm4319	Gene Expression
Mreg	Mreg	Gene Expression
Pecr	Pecr	Gene Expression
Xrcc5	Xrcc5	Gene Expression
Smarcal1	Smarcal1	Gene Expression
Rpl37a	Rpl37a	Gene Expression
Igfbp5	Igfbp5	Gene Expression
Tns1	Tns1	Gene Expression
Rufy4	Rufy4	Gene Expression
Cxcr2	Cxcr2	Gene Expression
Cxcr1	Cxcr1	Gene Expression
Arpc2	Arpc2	Gene Expression
Aamp	Aamp	Gene Expression
Pnkd	Pnkd	Gene Expression
Tmbim1	Tmbim1	Gene Expression
Catip	Catip	Gene Expression
Slc11a1	Slc11a1	Gene Expression
Ctdsp1	Ctdsp1	Gene Expression
Vil1	Vil1	Gene Expression
Usp37	Usp37	Gene Expression
Cnot9	Cnot9	Gene Expression
Plcd4	Plcd4	Gene Expression
Zfp142	Zfp142	Gene Expression
Bcs1l	Bcs1l	Gene Expression
Rnf25	Rnf25	Gene Expression
Stk36	Stk36	Gene Expression
Ttll4	Ttll4	Gene Expression
Cyp27a1	Cyp27a1	Gene Expression
Wnt6	Wnt6	Gene Expression
Nhej1	Nhej1	Gene Expression
Slc23a3	Slc23a3	Gene Expression
Cnppd1	Cnppd1	Gene Expression
Retreg2	Retreg2	Gene Expression
Zfand2b	Zfand2b	Gene Expression
Abcb6	Abcb6	Gene Expression
Atg9a	Atg9a	Gene Expression
Ankzf1	Ankzf1	Gene Expression
Glb1l	Glb1l	Gene Expression
Stk16	Stk16	Gene Expression
Tuba4a	Tuba4a	Gene Expression
Dnajb2	Dnajb2	Gene Expression
Ptprn	Ptprn	Gene Expression
Dnpep	Dnpep	Gene Expression
Des	Des	Gene Expression
Speg	Speg	Gene Expression
Gmppa	Gmppa	Gene Expression
Chpf	Chpf	Gene Expression
Stk11ip	Stk11ip	Gene Expression
Slc4a3	Slc4a3	Gene Expression
Epha4	Epha4	Gene Expression
Farsb	Farsb	Gene Expression
Acsl3	Acsl3	Gene Expression
Utp14b	Utp14b	Gene Expression
Ap1s3	Ap1s3	Gene Expression
Wdfy1	Wdfy1	Gene Expression
Mrpl44	Mrpl44	Gene Expression
Serpine2	Serpine2	Gene Expression
Cul3	Cul3	Gene Expression
Dock10	Dock10	Gene Expression
Rhbdd1	Rhbdd1	Gene Expression
Col4a4	Col4a4	Gene Expression
Mff	Mff	Gene Expression
Agfg1	Agfg1	Gene Expression
A030005L19Rik	A030005L19Rik	Gene Expression
Pid1	Pid1	Gene Expression
Dner	Dner	Gene Expression
Trip12	Trip12	Gene Expression
Fbxo36	Fbxo36	Gene Expression
Slc16a14	Slc16a14	Gene Expression
C130026I21Rik	C130026I21Rik	Gene Expression
A530032D15Rik	A530032D15Rik	Gene Expression
A530040E14Rik	A530040E14Rik	Gene Expression
Gm16028	Gm16028	Gene Expression
G530012D18Rik	G530012D18Rik	Gene Expression
Sp110	Sp110	Gene Expression
Gm16094	Gm16094	Gene Expression
Sp140	Sp140	Gene Expression
Gm17017	Gm17017	Gene Expression
Sp100	Sp100	Gene Expression
A630001G21Rik	A630001G21Rik	Gene Expression
Cab39	Cab39	Gene Expression
Itm2c	Itm2c	Gene Expression
Gm28884	Gm28884	Gene Expression
Gpr55	Gpr55	Gene Expression
Psmd1	Psmd1	Gene Expression
Htr2b	Htr2b	Gene Expression
Armc9	Armc9	Gene Expression
B3gnt7	B3gnt7	Gene Expression
Gm28626	Gm28626	Gene Expression
Ncl	Ncl	Gene Expression
Ptma	Ptma	Gene Expression
Pde6d	Pde6d	Gene Expression
Cops7b	Cops7b	Gene Expression
Nppc	Nppc	Gene Expression
Dis3l2	Dis3l2	Gene Expression
Eif4e2	Eif4e2	Gene Expression
Efhd1	Efhd1	Gene Expression
Gigyf2	Gigyf2	Gene Expression
Kcnj13	Kcnj13	Gene Expression
Neu2	Neu2	Gene Expression
Inpp5d	Inpp5d	Gene Expression
Atg16l1	Atg16l1	Gene Expression
Sag	Sag	Gene Expression
Dgkd	Dgkd	Gene Expression
Usp40	Usp40	Gene Expression
Ugt1a7c	Ugt1a7c	Gene Expression
Ugt1a6b	Ugt1a6b	Gene Expression
Ugt1a6a	Ugt1a6a	Gene Expression
Ugt1a5	Ugt1a5	Gene Expression
Ugt1a2	Ugt1a2	Gene Expression
Dnajb3	Dnajb3	Gene Expression
Mroh2a	Mroh2a	Gene Expression
Hjurp	Hjurp	Gene Expression
Glrp1	Glrp1	Gene Expression
Gm19589	Gm19589	Gene Expression
Gm29336	Gm29336	Gene Expression
Arl4c	Arl4c	Gene Expression
Sh3bp4	Sh3bp4	Gene Expression
Agap1	Agap1	Gene Expression
Ackr3	Ackr3	Gene Expression
Cops8	Cops8	Gene Expression
Col6a3	Col6a3	Gene Expression
Mlph	Mlph	Gene Expression
Lrrfip1	Lrrfip1	Gene Expression
Rbm44	Rbm44	Gene Expression
Ramp1	Ramp1	Gene Expression
Ube2f	Ube2f	Gene Expression
Scly	Scly	Gene Expression
Erfe	Erfe	Gene Expression
Ilkap	Ilkap	Gene Expression
Hes6	Hes6	Gene Expression
Per2	Per2	Gene Expression
Traf3ip1	Traf3ip1	Gene Expression
Asb1	Asb1	Gene Expression
Twist2	Twist2	Gene Expression
Hdac4	Hdac4	Gene Expression
Gm26720	Gm26720	Gene Expression
Ndufa10	Ndufa10	Gene Expression
Cops9	Cops9	Gene Expression
Otos	Otos	Gene Expression
Gpc1	Gpc1	Gene Expression
Ankmy1	Ankmy1	Gene Expression
Dusp28	Dusp28	Gene Expression
Rnpepl1	Rnpepl1	Gene Expression
9430060I03Rik	9430060I03Rik	Gene Expression
Capn10	Capn10	Gene Expression
Gpr35	Gpr35	Gene Expression
Aqp12	Aqp12	Gene Expression
Kif1a	Kif1a	Gene Expression
Sned1	Sned1	Gene Expression
Mterf4	Mterf4	Gene Expression
Pask	Pask	Gene Expression
Ppp1r7	Ppp1r7	Gene Expression
Hdlbp	Hdlbp	Gene Expression
Sept2	Sept2	Gene Expression
Farp2	Farp2	Gene Expression
Stk25	Stk25	Gene Expression
Bok	Bok	Gene Expression
Thap4	Thap4	Gene Expression
Atg4b	Atg4b	Gene Expression
Dtymk	Dtymk	Gene Expression
Ing5	Ing5	Gene Expression
D2hgdh	D2hgdh	Gene Expression
Pdcd1	Pdcd1	Gene Expression
Fam174a	Fam174a	Gene Expression
St8sia4	St8sia4	Gene Expression
Slco4c1	Slco4c1	Gene Expression
D1Ertd622e	D1Ertd622e	Gene Expression
Ppip5k2	Ppip5k2	Gene Expression
Gin1	Gin1	Gene Expression
Pam	Pam	Gene Expression
1810006J02Rik	1810006J02Rik	Gene Expression
Gm7967	Gm7967	Gene Expression
Gm28187	Gm28187	Gene Expression
Rnf152	Rnf152	Gene Expression
Pign	Pign	Gene Expression
2310035C23Rik	2310035C23Rik	Gene Expression
Tnfrsf11a	Tnfrsf11a	Gene Expression
Gm7160	Gm7160	Gene Expression
Zcchc2	Zcchc2	Gene Expression
Phlpp1	Phlpp1	Gene Expression
Bcl2	Bcl2	Gene Expression
Kdsr	Kdsr	Gene Expression
Vps4b	Vps4b	Gene Expression
Serpinb2	Serpinb2	Gene Expression
Serpinb8	Serpinb8	Gene Expression
Dsel	Dsel	Gene Expression
Tsn	Tsn	Gene Expression
Nifk	Nifk	Gene Expression
Clasp1	Clasp1	Gene Expression
2900060B14Rik	2900060B14Rik	Gene Expression
Inhbb	Inhbb	Gene Expression
Ralb	Ralb	Gene Expression
Gm27184	Gm27184	Gene Expression
Tmem185b	Tmem185b	Gene Expression
Epb41l5	Epb41l5	Gene Expression
Ptpn4	Ptpn4	Gene Expression
Tmem177	Tmem177	Gene Expression
Tmem37	Tmem37	Gene Expression
Dbi	Dbi	Gene Expression
3110009E18Rik	3110009E18Rik	Gene Expression
Steap3	Steap3	Gene Expression
Insig2	Insig2	Gene Expression
Ccdc93	Ccdc93	Gene Expression
Ddx18	Ddx18	Gene Expression
Actr3	Actr3	Gene Expression
Slc35f5	Slc35f5	Gene Expression
Mgat5	Mgat5	Gene Expression
Tmem163	Tmem163	Gene Expression
Ccnt2	Ccnt2	Gene Expression
Rab3gap1	Rab3gap1	Gene Expression
Zranb3	Zranb3	Gene Expression
R3hdm1	R3hdm1	Gene Expression
Ubxn4	Ubxn4	Gene Expression
Mcm6	Mcm6	Gene Expression
Dars	Dars	Gene Expression
Cxcr4	Cxcr4	Gene Expression
Gm15675	Gm15675	Gene Expression
Cd55	Cd55	Gene Expression
Pfkfb2	Pfkfb2	Gene Expression
Yod1	Yod1	Gene Expression
AA986860	AA986860	Gene Expression
Pigr	Pigr	Gene Expression
Fcmr	Fcmr	Gene Expression
Il10	Il10	Gene Expression
Mapkapk2	Mapkapk2	Gene Expression
Dyrk3	Dyrk3	Gene Expression
Eif2d	Eif2d	Gene Expression
Rassf5	Rassf5	Gene Expression
Ikbke	Ikbke	Gene Expression
Srgap2	Srgap2	Gene Expression
Fam72a	Fam72a	Gene Expression
Ctse	Ctse	Gene Expression
Rab7b	Rab7b	Gene Expression
Slc26a9	Slc26a9	Gene Expression
Pm20d1	Pm20d1	Gene Expression
Slc41a1	Slc41a1	Gene Expression
Rab29	Rab29	Gene Expression
Nucks1	Nucks1	Gene Expression
Slc45a3	Slc45a3	Gene Expression
Elk4	Elk4	Gene Expression
Mfsd4a	Mfsd4a	Gene Expression
Cdk18	Cdk18	Gene Expression
Nuak2	Nuak2	Gene Expression
Tmcc2	Tmcc2	Gene Expression
Dstyk	Dstyk	Gene Expression
Rbbp5	Rbbp5	Gene Expression
Tmem81	Tmem81	Gene Expression
Mdm4	Mdm4	Gene Expression
Pik3c2b	Pik3c2b	Gene Expression
Ppp1r15b	Ppp1r15b	Gene Expression
Plekha6	Plekha6	Gene Expression
Etnk2	Etnk2	Gene Expression
Sox13	Sox13	Gene Expression
Snrpe	Snrpe	Gene Expression
Zc3h11a	Zc3h11a	Gene Expression
Gm38394	Gm38394	Gene Expression
Lax1	Lax1	Gene Expression
Atp2b4	Atp2b4	Gene Expression
Prelp	Prelp	Gene Expression
Btg2	Btg2	Gene Expression
Chil1	Chil1	Gene Expression
Mybph	Mybph	Gene Expression
Ppfia4	Ppfia4	Gene Expression
Tmem183a	Tmem183a	Gene Expression
Cyb5r1	Cyb5r1	Gene Expression
Adipor1	Adipor1	Gene Expression
Platr1	Platr1	Gene Expression
Klhl12	Klhl12	Gene Expression
Rabif	Rabif	Gene Expression
Kdm5b	Kdm5b	Gene Expression
Ppp1r12b	Ppp1r12b	Gene Expression
Ube2t	Ube2t	Gene Expression
Ptpn7	Ptpn7	Gene Expression
Arl8a	Arl8a	Gene Expression
Gm15445	Gm15445	Gene Expression
Gm26642	Gm26642	Gene Expression
Rnpep	Rnpep	Gene Expression
Timm17a	Timm17a	Gene Expression
Shisa4	Shisa4	Gene Expression
Ipo9	Ipo9	Gene Expression
Nav1	Nav1	Gene Expression
Gm38399	Gm38399	Gene Expression
Csrp1	Csrp1	Gene Expression
Phlda3	Phlda3	Gene Expression
Tmem9	Tmem9	Gene Expression
Cacna1s	Cacna1s	Gene Expression
Kif21b	Kif21b	Gene Expression
Camsap2	Camsap2	Gene Expression
Ddx59	Ddx59	Gene Expression
Gm33994	Gm33994	Gene Expression
Zfp281	Zfp281	Gene Expression
Gm19705	Gm19705	Gene Expression
Platr22	Platr22	Gene Expression
Nr5a2	Nr5a2	Gene Expression
A430106G13Rik	A430106G13Rik	Gene Expression
Ptprc	Ptprc	Gene Expression
Gm28556	Gm28556	Gene Expression
Nek7	Nek7	Gene Expression
2310009B15Rik	2310009B15Rik	Gene Expression
Dennd1b	Dennd1b	Gene Expression
Zbtb41	Zbtb41	Gene Expression
Aspm	Aspm	Gene Expression
Cfh	Cfh	Gene Expression
Cdc73	Cdc73	Gene Expression
B3galt2	B3galt2	Gene Expression
Glrx2	Glrx2	Gene Expression
Trove2	Trove2	Gene Expression
Uchl5	Uchl5	Gene Expression
Rgs2	Rgs2	Gene Expression
Rgs1	Rgs1	Gene Expression
Rgs18	Rgs18	Gene Expression
Pla2g4a	Pla2g4a	Gene Expression
Ptgs2	Ptgs2	Gene Expression
Ptgs2os2	Ptgs2os2	Gene Expression
BC003331	BC003331	Gene Expression
Tpr	Tpr	Gene Expression
Prg4	Prg4	Gene Expression
Hmcn1	Hmcn1	Gene Expression
Gm10138	Gm10138	Gene Expression
Ivns1abp	Ivns1abp	Gene Expression
Swt1	Swt1	Gene Expression
Trmt1l	Trmt1l	Gene Expression
Rnf2	Rnf2	Gene Expression
Fam129a	Fam129a	Gene Expression
2810414N06Rik	2810414N06Rik	Gene Expression
Edem3	Edem3	Gene Expression
1700025G04Rik	1700025G04Rik	Gene Expression
Tsen15	Tsen15	Gene Expression
Colgalt2	Colgalt2	Gene Expression
Rgl1	Rgl1	Gene Expression
Arpc5	Arpc5	Gene Expression
Ncf2	Ncf2	Gene Expression
Smg7	Smg7	Gene Expression
Lamc2	Lamc2	Gene Expression
Lamc1	Lamc1	Gene Expression
Shcbp1l	Shcbp1l	Gene Expression
Dhx9	Dhx9	Gene Expression
Npl	Npl	Gene Expression
Rgs16	Rgs16	Gene Expression
Gm28513	Gm28513	Gene Expression
Rnasel	Rnasel	Gene Expression
Rgsl1	Rgsl1	Gene Expression
Teddm2	Teddm2	Gene Expression
Glul	Glul	Gene Expression
Gm29290	Gm29290	Gene Expression
Gm29282	Gm29282	Gene Expression
Gm9530	Gm9530	Gene Expression
Ier5	Ier5	Gene Expression
Mr1	Mr1	Gene Expression
Stx6	Stx6	Gene Expression
Xpr1	Xpr1	Gene Expression
Acbd6	Acbd6	Gene Expression
Qsox1	Qsox1	Gene Expression
Cep350	Cep350	Gene Expression
Tor1aip1	Tor1aip1	Gene Expression
Tor1aip2	Tor1aip2	Gene Expression
Axdnd1	Axdnd1	Gene Expression
Gm2000	Gm2000	Gene Expression
Soat1	Soat1	Gene Expression
Gm10031	Gm10031	Gene Expression
Abl2	Abl2	Gene Expression
Tor3a	Tor3a	Gene Expression
Fam20b	Fam20b	Gene Expression
Ralgps2	Ralgps2	Gene Expression
Rasal2	Rasal2	Gene Expression
Cryzl2	Cryzl2	Gene Expression
Cop1	Cop1	Gene Expression
Tnr	Tnr	Gene Expression
4930523C07Rik	4930523C07Rik	Gene Expression
4930562F07Rik	4930562F07Rik	Gene Expression
Mrps14	Mrps14	Gene Expression
Cacybp	Cacybp	Gene Expression
Rabgap1l	Rabgap1l	Gene Expression
Rc3h1	Rc3h1	Gene Expression
Serpinc1	Serpinc1	Gene Expression
Zbtb37	Zbtb37	Gene Expression
Dars2	Dars2	Gene Expression
Cenpl	Cenpl	Gene Expression
Klhl20	Klhl20	Gene Expression
Prdx6	Prdx6	Gene Expression
Tnfsf4	Tnfsf4	Gene Expression
Tnfsf18	Tnfsf18	Gene Expression
Fasl	Fasl	Gene Expression
Suco	Suco	Gene Expression
Pigc	Pigc	Gene Expression
Dnm3	Dnm3	Gene Expression
Dnm3os	Dnm3os	Gene Expression
Mettl13	Mettl13	Gene Expression
Vamp4	Vamp4	Gene Expression
Prrc2c	Prrc2c	Gene Expression
Fmo1	Fmo1	Gene Expression
Fmo2	Fmo2	Gene Expression
Prrx1	Prrx1	Gene Expression
Gorab	Gorab	Gene Expression
Kifap3	Kifap3	Gene Expression
Scyl3	Scyl3	Gene Expression
BC055324	BC055324	Gene Expression
Mettl18	Mettl18	Gene Expression
Sell	Sell	Gene Expression
Selp	Selp	Gene Expression
Gm16587	Gm16587	Gene Expression
Gm16548	Gm16548	Gene Expression
F5	F5	Gene Expression
Slc19a2	Slc19a2	Gene Expression
Ccdc181	Ccdc181	Gene Expression
Blzf1	Blzf1	Gene Expression
Nme7	Nme7	Gene Expression
Atp1b1	Atp1b1	Gene Expression
Dpt	Dpt	Gene Expression
Xcl1	Xcl1	Gene Expression
Sft2d2	Sft2d2	Gene Expression
Tiprl	Tiprl	Gene Expression
Gpr161	Gpr161	Gene Expression
Dcaf6	Dcaf6	Gene Expression
Mpc2	Mpc2	Gene Expression
Adcy10	Adcy10	Gene Expression
Mpzl1	Mpzl1	Gene Expression
Rcsd1	Rcsd1	Gene Expression
Creg1	Creg1	Gene Expression
Cd247	Cd247	Gene Expression
Gm37469	Gm37469	Gene Expression
Pou2f1	Pou2f1	Gene Expression
Dusp27	Dusp27	Gene Expression
Ildr2	Ildr2	Gene Expression
Gm15853	Gm15853	Gene Expression
Tada1	Tada1	Gene Expression
Pogk	Pogk	Gene Expression
Gm16701	Gm16701	Gene Expression
Fam78b	Fam78b	Gene Expression
Uck2	Uck2	Gene Expression
Tmco1	Tmco1	Gene Expression
Aldh9a1	Aldh9a1	Gene Expression
Mgst3	Mgst3	Gene Expression
Pbx1	Pbx1	Gene Expression
Nuf2	Nuf2	Gene Expression
Rgs5	Rgs5	Gene Expression
Rgs4	Rgs4	Gene Expression
Hsd17b7	Hsd17b7	Gene Expression
Ddr2	Ddr2	Gene Expression
Uap1	Uap1	Gene Expression
Uhmk1	Uhmk1	Gene Expression
Sh2d1b1	Sh2d1b1	Gene Expression
Gm7694	Gm7694	Gene Expression
Nos1ap	Nos1ap	Gene Expression
Olfml2b	Olfml2b	Gene Expression
Atf6	Atf6	Gene Expression
Dusp12	Dusp12	Gene Expression
Gm26620	Gm26620	Gene Expression
Fcrlb	Fcrlb	Gene Expression
Fcrla	Fcrla	Gene Expression
Fcgr2b	Fcgr2b	Gene Expression
Gm10522	Gm10522	Gene Expression
Fcgr4	Fcgr4	Gene Expression
Fcgr3	Fcgr3	Gene Expression
Cfap126	Cfap126	Gene Expression
Sdhc	Sdhc	Gene Expression
Mpz	Mpz	Gene Expression
Pcp4l1	Pcp4l1	Gene Expression
Nr1i3	Nr1i3	Gene Expression
Tomm40l	Tomm40l	Gene Expression
Fcer1g	Fcer1g	Gene Expression
Ndufs2	Ndufs2	Gene Expression
Adamts4	Adamts4	Gene Expression
B4galt3	B4galt3	Gene Expression
Ppox	Ppox	Gene Expression
Usp21	Usp21	Gene Expression
Ufc1	Ufc1	Gene Expression
Gm20045	Gm20045	Gene Expression
Dedd	Dedd	Gene Expression
Nit1	Nit1	Gene Expression
Pfdn2	Pfdn2	Gene Expression
Nectin4	Nectin4	Gene Expression
Arhgap30	Arhgap30	Gene Expression
Usf1	Usf1	Gene Expression
Tstd1	Tstd1	Gene Expression
F11r	F11r	Gene Expression
B930036N10Rik	B930036N10Rik	Gene Expression
